FECHA     HORA  TEMP   HUM   PNM    DD    FF     NOMBRE                                             
         [HOA]  [ºC]   [%]  [hPa]  [gr] [km/hr]                                                     
01122020     0  18.1   68  1018.6  110   28     AEROPARQUE AERO                                     
01122020     1  17.8   68  1017.9  110   22     AEROPARQUE AERO                                     
01122020     2  17.5   70  1017.2  110   26     AEROPARQUE AERO                                     
01122020     3  17.1   67  1017.1   70   24     AEROPARQUE AERO                                     
01122020     4  16.2   72  1016.5   70   19     AEROPARQUE AERO                                     
01122020     5  16.2   74  1016.5   70   20     AEROPARQUE AERO                                     
01122020     6  16.6   74  1016.4   70   13     AEROPARQUE AERO                                     
01122020     7  17.6   76  1017.0   50   11     AEROPARQUE AERO                                     
01122020     8  18.7   75  1017.0   20   13     AEROPARQUE AERO                                     
01122020     9  19.3   72  1017.0   20   15     AEROPARQUE AERO                                     
01122020    10  20.4   67  1016.6   20   13     AEROPARQUE AERO                                     
01122020    11  22.0   63  1015.9   50   13     AEROPARQUE AERO                                     
01122020    12  22.8   63  1015.1   50   11     AEROPARQUE AERO                                     
01122020    13  23.4   62  1014.3   50   11     AEROPARQUE AERO                                     
01122020    14  23.9   60  1013.2   50    7     AEROPARQUE AERO                                     
01122020    15  26.2   49  1012.5   50    7     AEROPARQUE AERO                                     
01122020    16  24.4   64  1011.8   90   19     AEROPARQUE AERO                                     
01122020    17  24.2   63  1011.3   70   15     AEROPARQUE AERO                                     
01122020    18  23.9   72  1010.6   90   17     AEROPARQUE AERO                                     
01122020    19  23.1   78  1010.2   90   13     AEROPARQUE AERO                                     
01122020    20  22.4   79  1009.9   90   20     AEROPARQUE AERO                                     
01122020    21  22.2   79  1010.1   90   11     AEROPARQUE AERO                                     
01122020    22  22.5   77  1010.4   70   13     AEROPARQUE AERO                                     
01122020    23  22.5   79  1010.7   50   11     AEROPARQUE AERO                                     
01122020     0  14.8   62  1018.6  360   20     AZUL AERO                                           
01122020     1  12.6   77  1018.1   50   13     AZUL AERO                                           
01122020     2  11.4   78  1017.7   50   11     AZUL AERO                                           
01122020     3   9.6   87  1017.4   50    7     AZUL AERO                                           
01122020     4   8.0   89  1017.0   50    4     AZUL AERO                                           
01122020     5   9.4   89  1016.5  360   11     AZUL AERO                                           
01122020     6  10.6   80  1016.4  360   13     AZUL AERO                                           
01122020     7  12.2   77  1016.8  360   11     AZUL AERO                                           
01122020     8  14.6   70  1016.5  360   17     AZUL AERO                                           
01122020     9  17.1   64  1016.0  360   17     AZUL AERO                                           
01122020    10  20.0   50  1015.2   20   15     AZUL AERO                                           
01122020    11  21.4   47  1014.8  360   15     AZUL AERO                                           
01122020    12  23.1   39  1013.7  360   15     AZUL AERO                                           
01122020    13  24.0   45  1012.9  320   13     AZUL AERO                                           
01122020    14  25.1   36  1011.4   20   13     AZUL AERO                                           
01122020    15  26.2   31  1010.7  290   15     AZUL AERO                                           
01122020    16  26.4   49  1010.0  360   13     AZUL AERO                                           
01122020    17  27.0   36  1009.2  290   17     AZUL AERO                                           
01122020    18  26.6   36  1008.6  320   17     AZUL AERO                                           
01122020    19  26.2   36  1008.2  320   11     AZUL AERO                                           
01122020    20  24.5   39  1008.4  340    6     AZUL AERO                                           
01122020    21  22.4   44  1008.4  360    4     AZUL AERO                                           
01122020    22  21.2   48  1008.7  360    6     AZUL AERO                                           
01122020    23  19.6   53  1008.9  360    7     AZUL AERO                                           
01122020     0  18.5   36  1014.5  360   22     BAHIA BLANCA AERO                                   
01122020     1  17.0   43  1013.8  360   17     BAHIA BLANCA AERO                                   
01122020     2  17.3   41  1013.3  360   22     BAHIA BLANCA AERO                                   
01122020     3  17.8   40  1012.6  360   26     BAHIA BLANCA AERO                                   
01122020     4  17.7   41  1012.1  360   31     BAHIA BLANCA AERO                                   
01122020     5  16.6   46  1012.1  360   28     BAHIA BLANCA AERO                                   
01122020     6  16.9   47  1011.9  360   24     BAHIA BLANCA AERO                                   
01122020     7  18.7   44  1012.0  360   28     BAHIA BLANCA AERO                                   
01122020     8  21.9   37  1012.3  360   31     BAHIA BLANCA AERO                                   
01122020     9  23.8   36  1012.0  360   41     BAHIA BLANCA AERO                                   
01122020    10  25.3   34  1011.7  360   37     BAHIA BLANCA AERO                                   
01122020    11  27.1   29  1011.1  360   37     BAHIA BLANCA AERO                                   
01122020    12  28.9   24  1010.2  340   35     BAHIA BLANCA AERO                                   
01122020    13  30.8   23  1009.3  340   35     BAHIA BLANCA AERO                                   
01122020    14  32.3   20  1007.9  340   31     BAHIA BLANCA AERO                                   
01122020    15  32.9   23  1006.8  340   35     BAHIA BLANCA AERO                                   
01122020    16  33.4   23  1005.9  360   35     BAHIA BLANCA AERO                                   
01122020    17  33.5   23  1005.2  360   28     BAHIA BLANCA AERO                                   
01122020    18  33.2   23  1004.5  340   31     BAHIA BLANCA AERO                                   
01122020    19  31.8   27  1004.1  340   30     BAHIA BLANCA AERO                                   
01122020    20  29.4   31  1004.0  360   26     BAHIA BLANCA AERO                                   
01122020    21  26.8   37  1003.8  360   24     BAHIA BLANCA AERO                                   
01122020    22  26.2   38  1004.2  360   30     BAHIA BLANCA AERO                                   
01122020    23  25.8   40  1004.4  360   33     BAHIA BLANCA AERO                                   
01122020     0  12.1   48  1487.0  290   24     BARILOCHE AERO                                      
01122020     1  11.2   47  1486.0  290   22     BARILOCHE AERO                                      
01122020     2  10.4   46  1480.0  290   20     BARILOCHE AERO                                      
01122020     3   8.5   53  1475.0  290   13     BARILOCHE AERO                                      
01122020     4   9.1   49  1472.0  290   22     BARILOCHE AERO                                      
01122020     5   9.0   42  1469.0  320   26     BARILOCHE AERO                                      
01122020     6   8.8   44  1466.0  320   28     BARILOCHE AERO                                      
01122020     7   9.4   39  1467.0  290   33     BARILOCHE AERO                                      
01122020     8  10.9   36  1466.0  290   41     BARILOCHE AERO                                      
01122020     9  12.4   32  1467.0  290   43     BARILOCHE AERO                                      
01122020    10  13.5   29  1465.0  290   41     BARILOCHE AERO                                      
01122020    11  14.9   24  1459.0  290   43     BARILOCHE AERO                                      
01122020    12  16.4   22  1456.0  290   43     BARILOCHE AERO                                      
01122020    13  17.0   20  1456.0  290   46     BARILOCHE AERO                                      
01122020    14  17.0   21  1455.0  290   48     BARILOCHE AERO                                      
01122020    15  17.8   24  1453.0  290   44     BARILOCHE AERO                                      
01122020    16  15.6   32  1453.0  290   48     BARILOCHE AERO                                      
01122020    17  16.2   28  1456.0  290   50     BARILOCHE AERO                                      
01122020    18  14.6   38  1461.0  290   46     BARILOCHE AERO                                      
01122020    19  12.1   50  1470.0  320   37     BARILOCHE AERO                                      
01122020    20  11.2   53  1479.0  290   33     BARILOCHE AERO                                      
