FECHA     HORA  TEMP   HUM   PNM    DD    FF     NOMBRE                                             
         [HOA]  [ºC]   [%]  [hPa]  [gr] [km/hr]                                                     
26012019     0  24.0   87  1010.7  110    7     AEROPARQUE AERO                                     
26012019     1  24.0   93  1011.4  140    6     AEROPARQUE AERO                                     
26012019     2  24.6   88  1011.4   90    6     AEROPARQUE AERO                                     
26012019     3  24.4   88  1011.4   90    6     AEROPARQUE AERO                                     
26012019     4  24.4   90  1011.7  200    6     AEROPARQUE AERO                                     
26012019     5  24.4   91  1011.0  250    4     AEROPARQUE AERO                                     
26012019     6  24.6   91  1011.1  250    4     AEROPARQUE AERO                                     
26012019     7  23.8   89  1011.7  200   11     AEROPARQUE AERO                                     
26012019     8  24.4   84  1011.8  200    7     AEROPARQUE AERO                                     
26012019     9  26.4   77  1012.7  180    9     AEROPARQUE AERO                                     
26012019    10  28.2   68  1013.5  180    7     AEROPARQUE AERO                                     
26012019    11  28.7   71  1013.3   70   11     AEROPARQUE AERO                                     
26012019    12  28.3   74  1013.0   90   17     AEROPARQUE AERO                                     
26012019    13  29.2   74  1013.3   50   11     AEROPARQUE AERO                                     
26012019    14  28.7   76  1013.3   50   11     AEROPARQUE AERO                                     
26012019    15  29.0   74  1013.0   50    7     AEROPARQUE AERO                                     
26012019    16  28.4   79  1012.6   90   11     AEROPARQUE AERO                                     
26012019    17  29.6   72  1012.0   90   15     AEROPARQUE AERO                                     
26012019    18  27.7   81  1012.6   90   19     AEROPARQUE AERO                                     
26012019    19  27.1   82  1012.7  110   20     AEROPARQUE AERO                                     
26012019    20  26.7   84  1013.2  110   19     AEROPARQUE AERO                                     
26012019    21  26.5   81  1013.5  110   22     AEROPARQUE AERO                                     
26012019    22  27.1   74  1013.7  140   20     AEROPARQUE AERO                                     
26012019    23  26.3   83  1013.7  110   20     AEROPARQUE AERO                                     
26012019     0  20.4   98  1011.1  360    4     AZUL AERO                                           
26012019     1  19.2   99  1011.3   50    2     AZUL AERO                                           
26012019     2  19.9   99  1011.0   50    6     AZUL AERO                                           
26012019     3  20.1   99  1011.7  320   13     AZUL AERO                                           
26012019     4  20.1   98  1012.0  270    9     AZUL AERO                                           
26012019     5  19.6   98  1011.9  320    4     AZUL AERO                                           
26012019     6  18.4   99  1012.0   50    2     AZUL AERO                                           
26012019     7  17.8   99  1012.2   90    2     AZUL AERO                                           
26012019     8  19.8   99  1012.9  180    4     AZUL AERO                                           
26012019     9  21.3   97  1013.5  200   11     AZUL AERO                                           
26012019    10  23.6   91  1014.0  180   11     AZUL AERO                                           
26012019    11  23.8   89  1014.4  180    9     AZUL AERO                                           
26012019    12  23.9   89  1014.4  160    7     AZUL AERO                                           
26012019    13  25.0   86  1014.6  140   22     AZUL AERO                                           
26012019    14  26.1   82  1014.3  140   19     AZUL AERO                                           
26012019    15  26.1   80  1014.5  140   15     AZUL AERO                                           
26012019    16  25.3   86  1014.6  140   17     AZUL AERO                                           
26012019    17  26.0   82  1014.2  160   15     AZUL AERO                                           
26012019    18  25.5   84  1014.2  140   20     AZUL AERO                                           
26012019    19  24.2   85  1014.2  140   20     AZUL AERO                                           
26012019    20  23.3   85  1014.5  140   20     AZUL AERO                                           
26012019    21  21.4   81  1014.8  140   22     AZUL AERO                                           
26012019    22  20.7   81  1015.7  110   11     AZUL AERO                                           
26012019    23  19.2   84  1015.6   90   13     AZUL AERO                                           
26012019     0  23.6   83  1007.5  160   33     BAHIA BLANCA AERO                                   
26012019     1  21.4   86  1011.6  160   30     BAHIA BLANCA AERO                                   
26012019     2  20.0   81  1013.2  160   26     BAHIA BLANCA AERO                                   
26012019     3  19.8   83  1014.2  160   26     BAHIA BLANCA AERO                                   
26012019     4  19.2   83  1014.8  160   30     BAHIA BLANCA AERO                                   
26012019     5  18.4   79  1015.5  140   20     BAHIA BLANCA AERO                                   
26012019     6  18.4   72  1016.1  140   17     BAHIA BLANCA AERO                                   
26012019     7  19.1   74  1017.3  140   22     BAHIA BLANCA AERO                                   
26012019     8  20.5   66  1017.7  140   30     BAHIA BLANCA AERO                                   
26012019     9  22.6   55  1018.1  140   28     BAHIA BLANCA AERO                                   
26012019    10  24.0   42  1018.3  140   37     BAHIA BLANCA AERO                                   
26012019    11  24.8   39  1018.6  110   39     BAHIA BLANCA AERO                                   
26012019    12  25.4   35  1018.6  110   37     BAHIA BLANCA AERO                                   
26012019    13  26.4   33  1018.4  110   39     BAHIA BLANCA AERO                                   
26012019    14  26.8   33  1018.6  110   30     BAHIA BLANCA AERO                                   
26012019    15  26.0   37  1018.1   90   35     BAHIA BLANCA AERO                                   
26012019    16  25.6   39  1018.3  110   33     BAHIA BLANCA AERO                                   
26012019    17  25.5   42  1017.6  110   39     BAHIA BLANCA AERO                                   
26012019    18  24.4   46  1016.9  110   37     BAHIA BLANCA AERO                                   
26012019    19  23.2   52  1017.1  110   28     BAHIA BLANCA AERO                                   
26012019    20  20.8   62  1017.2  110   26     BAHIA BLANCA AERO                                   
26012019    21  18.8   70  1017.2  110   24     BAHIA BLANCA AERO                                   
26012019    22  17.8   73  1017.6  110   22     BAHIA BLANCA AERO                                   
26012019    23  17.0   76  1018.1   90   20     BAHIA BLANCA AERO                                   
26012019     0  10.8   67  1533.0  290   19     BARILOCHE AERO                                      
26012019     1   7.6   62  1530.0  140    6     BARILOCHE AERO                                      
26012019     2   4.4   70  1530.0  160    9     BARILOCHE AERO                                      
26012019     3   3.2   70  1530.0  180   11     BARILOCHE AERO                                      
26012019     4   3.4   68  1531.0  180    9     BARILOCHE AERO                                      
26012019     5   2.4   66  1530.0  180    9     BARILOCHE AERO                                      
26012019     6   1.5   71  1532.0  160    9     BARILOCHE AERO                                      
26012019     7   1.4   69  1530.0  160   11     BARILOCHE AERO                                      
26012019     8   4.4   60  1532.0  180    7     BARILOCHE AERO                                      
26012019     9   8.9   55  1532.0  140    7     BARILOCHE AERO                                      
26012019    10  12.3   46  1530.0  140    9     BARILOCHE AERO                                      
26012019    11  15.6   37  1526.0    0    0     BARILOCHE AERO                                      
26012019    12  18.4   30  1521.0  250    7     BARILOCHE AERO                                      
26012019    13  19.6   28  1512.0  320   11     BARILOCHE AERO                                      
26012019    14  21.3   26  1505.0  340   11     BARILOCHE AERO                                      
26012019    15  22.4   21  1500.0  320   15     BARILOCHE AERO                                      
26012019    16  23.7   13  1499.0  290   19     BARILOCHE AERO                                      
26012019    17  25.2    9  1493.0  320   22     BARILOCHE AERO                                      
26012019    18  25.0   13  1486.0  290   26     BARILOCHE AERO                                      
26012019    19  24.8   17  1482.0  290   28     BARILOCHE AERO                                      
26012019    20  24.4   19  1484.0  290   24     BARILOCHE AERO                                      
26012019    21  21.8   22  1488.0  290   19     BARILOCHE AERO                                      
26012019    22  17.5   37  1489.0  270   19     BARILOCHE AERO                                      
26012019    23  14.4   49  1495.0  990    7     BARILOCHE AERO                                      
26012019     0  -6.8   93   983.5    0    0     BASE BELGRANO II                                    
26012019     3  -7.0   93   983.2  140    7     BASE BELGRANO II                                    
26012019     6  -6.6   94   983.2  320   11     BASE BELGRANO II                                    
26012019     9  -5.4   90   983.0  340   19     BASE BELGRANO II                                    
26012019    12  -5.4   91   982.7  360   26     BASE BELGRANO II                                    
26012019    15  -5.4   90   982.3  340   33     BASE BELGRANO II                                    
26012019    18  -5.6   90   982.4  340   30     BASE BELGRANO II                                    
26012019    21  -6.4   89   982.0  340   26     BASE BELGRANO II                                    
26012019     0    .2   74   986.1   90   17     BASE CARLINI (EX JUBANY)                            
26012019     3   -.7   86   987.6  360   26     BASE CARLINI (EX JUBANY)                            
26012019     4   -.6   84   988.3   20   20     BASE CARLINI (EX JUBANY)                            
26012019     5   -.4   88   988.9  360   20     BASE CARLINI (EX JUBANY)                            
26012019     6   -.1   87   989.1  340   26     BASE CARLINI (EX JUBANY)                            
26012019     8   1.5   73   989.8  290   19     BASE CARLINI (EX JUBANY)                            
26012019     9   2.2   60   990.0  320   24     BASE CARLINI (EX JUBANY)                            
26012019    10   2.5   59   990.2  290   24     BASE CARLINI (EX JUBANY)                            
26012019    12   2.7   73   990.4  290   33     BASE CARLINI (EX JUBANY)                            
26012019    13   2.7   73   990.8  290   33     BASE CARLINI (EX JUBANY)                            
26012019    15   2.9   70   991.4  290   39     BASE CARLINI (EX JUBANY)                            
26012019    18   2.1   84   992.5  270   31     BASE CARLINI (EX JUBANY)                            
26012019    21   2.1   84   992.4  270   20     BASE CARLINI (EX JUBANY)                            
26012019     0  -1.0   79   985.5  180   31     BASE ESPERANZA                                      
26012019     3  -1.0   79   987.0  200   22     BASE ESPERANZA                                      
26012019     4  -1.0   79   987.9  200   17     BASE ESPERANZA                                      
26012019     5  -1.1   81   988.0  180   15     BASE ESPERANZA                                      
26012019     6  -1.0   79   989.1  200   22     BASE ESPERANZA                                      
26012019     7  -1.0   79   989.2  200   26     BASE ESPERANZA                                      
26012019     9    .5   87   989.8  200    9     BASE ESPERANZA                                      
26012019    10    .6   86   990.1   50    4     BASE ESPERANZA                                      
26012019    12    .2   96   990.8   50    7     BASE ESPERANZA                                      
26012019    13    .2   92   991.3  340    7     BASE ESPERANZA                                      
26012019    14    .4   74   991.4  320    7     BASE ESPERANZA                                      
26012019    15   1.0   67   991.4  320    7     BASE ESPERANZA                                      
26012019    16    .6   73   991.4  360   13     BASE ESPERANZA                                      
26012019    18    .4   77   991.3  360    7     BASE ESPERANZA                                      
26012019    20    .8   81   990.5  180    7     BASE ESPERANZA                                      
26012019    21    .4   89   990.3  360    7     BASE ESPERANZA                                      
26012019    22   1.0   76   989.6  270   24     BASE ESPERANZA                                      
26012019    23   1.2   62   989.5  270   28     BASE ESPERANZA                                      
26012019     0  -3.8   96   985.8  180   39     BASE MARAMBIO                                       
26012019     1  -3.9   96   986.4  180   37     BASE MARAMBIO                                       
26012019     2  -3.9   96   987.0  200   35     BASE MARAMBIO                                       
26012019     3  -3.9   96   987.2  200   35     BASE MARAMBIO                                       
26012019     4  -4.0   96   988.0  200   30     BASE MARAMBIO                                       
26012019     5  -4.0   96   988.3  200   31     BASE MARAMBIO                                       
26012019     6  -3.9   96   988.9  200   26     BASE MARAMBIO                                       
26012019     7  -3.6   96   989.5  200   24     BASE MARAMBIO                                       
26012019     8  -3.8   96   989.7  200   19     BASE MARAMBIO                                       
26012019     9  -3.3   97   989.9  200   22     BASE MARAMBIO                                       
26012019    10  -2.5   98   990.2  180   17     BASE MARAMBIO                                       
26012019    11  -1.9   94   990.3  180   11     BASE MARAMBIO                                       
26012019    12  -1.2   93   990.4  180    9     BASE MARAMBIO                                       
26012019    13  -1.5   90   990.8   90    6     BASE MARAMBIO                                       
26012019    14  -1.1   95   990.8   50    7     BASE MARAMBIO                                       
26012019    15  -1.6   96   990.9   20   15     BASE MARAMBIO                                       
26012019    16  -1.6   96   990.9  360   20     BASE MARAMBIO                                       
26012019    17  -1.6   99   990.9   20   20     BASE MARAMBIO                                       
