FECHA     HORA  TEMP   HUM   PNM    DD    FF     NOMBRE                                             
         [HOA]  [ºC]   [%]  [hPa]  [gr] [km/hr]                                                     
05032021     0  24.4   83  1011.5  160    9     AEROPARQUE AERO                                     
05032021     1  24.2   83  1012.1  160   11     AEROPARQUE AERO                                     
05032021     2  23.7   83  1011.7  160    7     AEROPARQUE AERO                                     
05032021     3  23.0   84  1011.3  180   13     AEROPARQUE AERO                                     
05032021     4  22.2   85  1011.5  180   13     AEROPARQUE AERO                                     
05032021     5  21.0   81  1011.9  180   15     AEROPARQUE AERO                                     
05032021     6  20.2   82  1012.1  160   19     AEROPARQUE AERO                                     
05032021     7  20.2   82  1012.3  180   15     AEROPARQUE AERO                                     
05032021     8  20.0   81  1013.1  180   11     AEROPARQUE AERO                                     
05032021     9  20.0   81  1013.4  180   13     AEROPARQUE AERO                                     
05032021    10  20.0   74  1013.8  180   15     AEROPARQUE AERO                                     
05032021    11  20.1   65  1014.3  180   13     AEROPARQUE AERO                                     
05032021    12  20.6   61  1014.1  180   17     AEROPARQUE AERO                                     
05032021    13  23.0   57  1013.8  160   15     AEROPARQUE AERO                                     
05032021    14  23.8   63  1013.3  160    7     AEROPARQUE AERO                                     
05032021    15  24.0   54  1012.9  160   13     AEROPARQUE AERO                                     
05032021    16  24.4   45  1012.4  180   17     AEROPARQUE AERO                                     
05032021    17  24.4   45  1012.0  160   13     AEROPARQUE AERO                                     
05032021    18  24.6   44  1012.0  160    9     AEROPARQUE AERO                                     
05032021    19  23.9   40  1012.0  160   13     AEROPARQUE AERO                                     
05032021    20  23.2   43  1011.8  160   11     AEROPARQUE AERO                                     
05032021    21  22.8   51  1012.4  160   11     AEROPARQUE AERO                                     
05032021    22  22.3   51  1012.8  160    9     AEROPARQUE AERO                                     
05032021    23  21.1   52  1013.0  140   13     AEROPARQUE AERO                                     
05032021     0  18.4   88  1014.6  140    7     AZUL AERO                                           
05032021     1  16.8   94  1014.7  140    4     AZUL AERO                                           
05032021     2  16.8   94  1014.6  180    6     AZUL AERO                                           
05032021     3  16.2   94  1014.2  180    6     AZUL AERO                                           
05032021     4  15.4   87  1013.8  180    9     AZUL AERO                                           
05032021     5  15.2   83  1014.5  160   11     AZUL AERO                                           
05032021     6  15.0   81  1014.4  140   20     AZUL AERO                                           
05032021     7  14.8   81  1014.9  140   11     AZUL AERO                                           
05032021     8  15.2   77  1015.8  140   11     AZUL AERO                                           
05032021     9  16.2   73  1016.0  140    9     AZUL AERO                                           
05032021    10  16.8   65  1015.9  180   11     AZUL AERO                                           
05032021    11  19.4   56  1015.7  140   15     AZUL AERO                                           
05032021    12  21.2   51  1015.3  140   13     AZUL AERO                                           
05032021    13  22.0   49  1014.7  140   13     AZUL AERO                                           
05032021    14  22.8   49  1014.3  180   13     AZUL AERO                                           
05032021    15  23.9   43  1013.8  140   11     AZUL AERO                                           
05032021    16  24.2   41  1013.3  140    9     AZUL AERO                                           
05032021    17  24.0   40  1012.8  140   11     AZUL AERO                                           
05032021    18  23.5   39  1012.7  180   11     AZUL AERO                                           
05032021    19  22.2   46  1012.9  140   13     AZUL AERO                                           
05032021    20  17.0   66  1013.0  140    7     AZUL AERO                                           
05032021    21  14.0   80  1013.2   90    7     AZUL AERO                                           
05032021    22  12.6   82  1014.0  140    6     AZUL AERO                                           
05032021    23  11.2   85  1013.9   90    6     AZUL AERO                                           
05032021     0  17.8   81  1019.0  140   15     BAHIA BLANCA AERO                                   
05032021     1  17.8   81  1019.2  140   11     BAHIA BLANCA AERO                                   
05032021     2  17.4   82  1018.7  140   11     BAHIA BLANCA AERO                                   
05032021     3  17.4   81  1018.2  120    9     BAHIA BLANCA AERO                                   
05032021     4  17.2   82  1018.3  140    4     BAHIA BLANCA AERO                                   
05032021     5  16.8   84  1018.2  140    4     BAHIA BLANCA AERO                                   
05032021     6  16.6   82  1017.7  160    4     BAHIA BLANCA AERO                                   
05032021     7  15.6   89  1017.8  140    4     BAHIA BLANCA AERO                                   
05032021     8  16.7   83  1018.3  140   11     BAHIA BLANCA AERO                                   
05032021     9  18.1   72  1018.8  140   11     BAHIA BLANCA AERO                                   
05032021    10  19.3   68  1018.5  140   13     BAHIA BLANCA AERO                                   
05032021    11  20.1   64  1018.3  140   15     BAHIA BLANCA AERO                                   
05032021    12  21.4   59  1018.0  160   13     BAHIA BLANCA AERO                                   
05032021    13  21.8   58  1017.3  140   11     BAHIA BLANCA AERO                                   
05032021    14  22.5   55  1016.6  110   11     BAHIA BLANCA AERO                                   
05032021    15  22.9   53  1016.0  140   15     BAHIA BLANCA AERO                                   
05032021    16  24.1   51  1015.4  110   15     BAHIA BLANCA AERO                                   
05032021    17  23.4   54  1014.7  110   15     BAHIA BLANCA AERO                                   
05032021    18  23.3   52  1013.9  110   17     BAHIA BLANCA AERO                                   
05032021    19  22.7   54  1013.7   90   17     BAHIA BLANCA AERO                                   
05032021    20  19.8   64  1013.3  110   11     BAHIA BLANCA AERO                                   
05032021    21  18.0   75  1013.8  110   13     BAHIA BLANCA AERO                                   
05032021    22  16.4   79  1013.9   90   19     BAHIA BLANCA AERO                                   
05032021    23  15.4   81  1013.9   90   17     BAHIA BLANCA AERO                                   
05032021     0  21.0   57  1517.0  990    9     BARILOCHE AERO                                      
05032021     1  20.5   59  1519.0  990   11     BARILOCHE AERO                                      
05032021     2  19.7   62  1520.0  990    9     BARILOCHE AERO                                      
05032021     3  18.4   63  1516.0   50   13     BARILOCHE AERO                                      
05032021     4  15.6   71  1510.0  140   13     BARILOCHE AERO                                      
05032021     5  13.7   80  1507.0  140   13     BARILOCHE AERO                                      
05032021     6  14.4   78  1509.0  160    9     BARILOCHE AERO                                      
